MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
466,female,group E,associate's degree,free/reduced,none,63,64,71
983,female,group C,associate's degree,standard,none,63,83,80
70,male,group D,high school,standard,none,77,66,73
36,female,group D,some high school,standard,none,70,78,80
873,female,group B,some college,standard,none,49,52,55
503,female,group D,high school,standard,none,82,96,91
968,female,group C,bachelor's degree,standard,completed,76,82,85
456,female,group E,high school,free/reduced,none,64,67,71
12,female,group C,some college,free/reduced,none,66,77,75
626,male,group A,some high school,free/reduced,none,67,72,64
184,male,group B,bachelor's degree,free/reduced,none,64,59,51
761,male,group D,master's degree,free/reduced,none,80,85,85
382,male,group E,associate's degree,standard,none,78,67,56
787,male,group A,bachelor's degree,free/reduced,completed,74,67,70
295,female,group E,some college,standard,none,77,75,73
533,male,group C,associate's degree,free/reduced,none,66,58,59
908,female,group B,some college,standard,none,61,71,66
519,female,group C,associate's degree,standard,none,77,77,76
540,female,group C,bachelor's degree,standard,none,57,68,64
386,female,group C,associate's degree,free/reduced,none,60,74,73
354,female,group C,some college,standard,none,59,71,70
923,male,group C,some high school,free/reduced,completed,36,47,41
27,female,group C,some high school,standard,completed,55,69,59
920,male,group B,high school,standard,none,77,67,63
28,male,group D,bachelor's degree,standard,completed,58,40,46
164,male,group C,some high school,free/reduced,none,70,78,66
897,male,group D,high school,standard,none,67,64,62
401,female,group C,some high school,standard,completed,63,68,72
882,male,group D,high school,standard,none,82,81,75
423,female,group A,associate's degree,standard,completed,71,79,81
832,female,group B,associate's degree,free/reduced,completed,59,71,74
132,female,group C,some college,standard,none,64,74,69
738,male,group C,high school,standard,completed,83,69,73
226,male,group E,some college,standard,none,65,59,54
540,male,group E,some college,standard,none,81,68,68
865,male,group C,some high school,standard,none,72,72,72
906,male,group B,bachelor's degree,standard,completed,100,94,92
764,male,group C,master's degree,standard,completed,84,81,77
204,male,group D,high school,free/reduced,none,69,65,55
640,female,group B,some college,free/reduced,completed,66,87,84
594,male,group D,some college,standard,none,73,70,67
563,female,group A,bachelor's degree,standard,completed,79,83,91
926,male,group C,associate's degree,standard,none,61,70,63
14,male,group B,high school,standard,none,68,60,57
78,female,group E,some high school,free/reduced,none,57,48,52
815,female,group B,some college,free/reduced,none,62,72,76
101,female,group C,some high school,free/reduced,none,41,51,50
183,male,group B,bachelor's degree,free/reduced,none,40,33,41
767,female,group B,associate's degree,free/reduced,none,63,70,69
428,male,group D,high school,standard,completed,64,50,54
745,female,group D,master's degree,standard,none,67,77,79
322,male,group B,some college,free/reduced,none,52,51,47
684,female,group C,some college,free/reduced,none,54,68,67
528,male,group B,some college,free/reduced,none,51,50,51
909,male,group C,some college,free/reduced,completed,70,66,63
410,female,group B,some high school,free/reduced,none,51,58,54
900,male,group D,associate's degree,standard,completed,83,78,78
2,female,group D,some high school,standard,completed,71,72,77
969,female,group C,high school,standard,completed,69,81,78
847,male,group B,high school,standard,completed,64,70,71
511,female,group E,some high school,standard,completed,86,86,97
215,female,group B,high school,standard,none,82,92,88
678,male,group D,associate's degree,standard,none,67,60,59
892,female,group E,some college,free/reduced,none,68,84,77
974,male,group C,some high school,standard,none,84,74,74
605,male,group C,some college,standard,completed,75,71,66
802,male,group B,associate's degree,free/reduced,completed,85,92,88
607,male,group D,some college,free/reduced,none,82,81,79
649,female,group D,master's degree,standard,none,88,88,90
99,female,group B,associate's degree,standard,none,46,49,53
255,female,group D,master's degree,standard,completed,80,84,98
668,male,group A,some college,standard,none,58,63,63
96,male,group B,high school,standard,none,38,34,31
951,male,group D,associate's degree,standard,none,50,52,50
709,female,group D,associate's degree,free/reduced,completed,42,61,58
118,female,group D,some high school,standard,none,51,63,61
261,female,group A,some college,standard,none,65,69,72
607,male,group C,some college,standard,none,68,66,57
43,male,group C,some high school,standard,none,55,55,49
450,male,group D,associate's degree,free/reduced,completed,64,67,69
148,female,group E,bachelor's degree,standard,none,92,97,96
12,male,group B,associate's degree,standard,none,55,41,40
317,male,group C,associate's degree,standard,none,83,72,78
613,female,group A,associate's degree,standard,none,44,50,51
329,male,group B,associate's degree,standard,none,51,47,47
237,female,group A,high school,standard,none,64,73,72
542,male,group C,high school,standard,none,73,71,60
495,male,group D,associate's degree,standard,completed,75,70,67
946,female,group C,some college,free/reduced,none,32,41,43
80,male,group B,associate's degree,standard,none,62,57,50
559,male,group A,associate's degree,free/reduced,none,70,66,57
547,female,group C,some high school,standard,none,67,75,73
822,male,group B,some college,standard,completed,81,80,72
755,female,group E,some college,free/reduced,none,72,65,68
420,female,group C,high school,standard,completed,84,91,87
40,female,group E,high school,standard,none,90,90,95
485,female,group D,high school,free/reduced,none,56,66,63
418,female,group D,associate's degree,free/reduced,none,43,66,57
573,female,group D,master's degree,standard,none,74,90,82
170,female,group D,some high school,standard,completed,35,60,61
920,male,group D,master's degree,free/reduced,none,67,65,66
254,male,group C,some high school,standard,none,94,76,73
403,female,group D,high school,standard,completed,88,99,100
922,female,group C,some high school,standard,completed,69,69,76
478,female,group D,master's degree,free/reduced,completed,48,64,68
409,female,group D,some college,standard,none,59,66,60
996,female,group D,master's degree,standard,none,80,87,88
401,male,group C,bachelor's degree,standard,none,66,64,67
761,male,group B,some college,free/reduced,none,62,58,50
424,male,group D,some college,free/reduced,completed,58,57,57
830,male,group C,some high school,free/reduced,none,76,78,70
545,male,group E,master's degree,standard,none,85,70,71
331,male,group D,some high school,standard,completed,68,65,68
263,male,group B,some high school,free/reduced,completed,58,54,53
533,male,group D,master's degree,standard,none,84,75,83
961,male,group B,some college,free/reduced,completed,89,92,84
244,female,group D,some college,standard,none,46,54,52
598,female,group C,high school,standard,none,51,60,56
421,female,group C,associate's degree,free/reduced,completed,59,68,63
543,male,group D,some high school,free/reduced,completed,67,64,66
328,male,group B,master's degree,free/reduced,none,83,70,77
851,female,group B,associate's degree,standard,none,52,60,60
678,male,group C,some college,standard,completed,77,76,73
346,female,group D,some high school,standard,none,60,77,73
961,male,group E,master's degree,free/reduced,completed,80,65,72
934,female,group D,some college,free/reduced,none,54,55,55
583,female,group A,master's degree,standard,completed,86,88,86
792,female,group B,high school,free/reduced,none,24,44,40
844,female,group E,associate's degree,free/reduced,completed,66,67,71
235,female,group A,some college,standard,completed,75,78,83
503,female,group E,associate's degree,standard,none,90,91,88
721,female,group E,associate's degree,standard,none,77,84,81
678,male,group D,associate's degree,free/reduced,none,81,75,78
761,male,group B,associate's degree,standard,completed,94,92,91
867,female,group C,some high school,standard,none,75,79,82
223,male,group A,high school,standard,completed,72,59,66
401,male,group C,some high school,standard,none,65,57,51
141,female,group B,some college,free/reduced,none,63,67,64
944,female,group D,some college,standard,none,71,72,70
456,male,group B,master's degree,free/reduced,none,64,62,60
609,male,group C,associate's degree,free/reduced,none,61,62,56
851,female,group D,some college,standard,none,73,81,82
70,male,group B,master's degree,standard,completed,72,65,71
56,female,group C,high school,free/reduced,none,58,75,71
808,male,group B,high school,free/reduced,none,64,67,65
528,female,group D,some college,standard,none,71,67,73
719,female,group E,associate's degree,free/reduced,none,77,80,81
262,female,group A,high school,free/reduced,none,33,48,42
398,female,group E,some high school,free/reduced,none,87,88,83
603,female,group D,some high school,free/reduced,none,50,52,53
688,male,group C,associate's degree,standard,none,71,79,72
910,male,group B,master's degree,standard,none,69,69,61
745,female,group E,some high school,standard,none,75,69,67
774,male,group D,associate's degree,standard,none,64,62,63
185,female,group B,some high school,standard,none,55,64,61
692,female,group E,some college,free/reduced,none,50,54,53
292,female,group A,some high school,standard,none,44,54,50
291,female,group B,master's degree,standard,none,73,84,76
438,female,group C,high school,free/reduced,completed,64,80,75
962,female,group E,bachelor's degree,free/reduced,none,71,83,74
886,male,group D,some high school,free/reduced,none,40,40,39
904,female,group C,high school,free/reduced,none,39,60,53
761,female,group D,high school,standard,none,64,68,69
741,female,group C,master's degree,standard,none,37,47,47
221,male,group D,some high school,standard,none,58,52,50
737,female,group E,high school,free/reduced,completed,65,65,68
374,male,group C,associate's degree,free/reduced,none,73,65,60
560,female,group A,high school,standard,completed,65,71,75
313,male,group A,master's degree,free/reduced,none,56,48,45
537,female,group E,associate's degree,standard,none,61,65,63
763,male,group C,bachelor's degree,free/reduced,none,71,75,74
507,male,group B,associate's degree,free/reduced,none,58,57,53
305,male,group D,associate's degree,standard,none,67,68,59
375,female,group B,high school,standard,none,61,76,69
693,male,group D,high school,standard,completed,68,59,60
746,female,group B,bachelor's degree,standard,none,77,82,82
289,female,group C,associate's degree,free/reduced,completed,62,80,82
135,female,group C,some college,standard,none,55,73,69
998,male,group C,some high school,free/reduced,none,69,62,57
786,female,group D,some high school,standard,none,34,41,45
591,male,group C,associate's degree,free/reduced,none,58,51,47
686,female,group C,some college,standard,none,62,54,57
479,male,group D,bachelor's degree,standard,none,64,60,63
992,male,group E,bachelor's degree,standard,completed,100,85,91
59,male,group C,high school,free/reduced,none,42,52,47
849,female,group C,some high school,free/reduced,completed,36,64,62
404,female,group B,high school,standard,completed,57,58,62
574,female,group E,high school,standard,none,74,81,71
648,female,group E,some college,standard,completed,87,88,90
929,male,group C,bachelor's degree,standard,completed,97,85,95
710,male,group C,some high school,standard,completed,70,72,70
211,female,group D,some high school,standard,completed,52,55,62
805,female,group B,some high school,standard,none,77,89,90
167,female,group C,some college,standard,none,66,74,69
607,female,group A,master's degree,standard,completed,91,100,100
431,female,group C,associate's degree,standard,none,69,80,77
736,male,group D,master's degree,standard,none,76,72,76
561,female,group C,high school,free/reduced,none,41,55,47
430,female,group C,some college,standard,none,82,92,93
350,male,group E,some college,standard,none,80,71,65
251,male,group B,some high school,free/reduced,completed,62,73,65
52,female,group E,some high school,standard,none,79,78,78
632,female,group D,high school,standard,none,65,76,72
367,male,group D,some college,free/reduced,none,60,49,53
585,male,group E,some high school,free/reduced,completed,84,80,77
866,female,group C,bachelor's degree,standard,none,60,72,71
599,male,group D,some college,standard,completed,57,51,56
209,male,group C,some college,standard,completed,68,59,60
411,female,group B,high school,standard,none,72,73,75
472,male,group B,some college,standard,completed,62,68,73
623,male,group B,associate's degree,standard,none,89,90,86
997,female,group C,high school,free/reduced,completed,59,71,65
883,female,group D,associate's degree,standard,none,88,100,95
999,female,group C,associate's degree,standard,completed,68,90,81
644,female,group C,some college,free/reduced,none,36,37,37
45,female,group B,master's degree,free/reduced,none,61,70,69
793,female,group C,some high school,standard,none,44,52,56
924,female,group E,some college,standard,none,91,88,86
36,male,group C,associate's degree,free/reduced,none,60,59,52
919,female,group B,master's degree,standard,none,77,77,80
658,female,group C,associate's degree,standard,none,67,84,83
70,male,group B,some high school,standard,none,61,70,61
407,female,group D,some high school,standard,none,68,82,78
426,male,group D,some college,free/reduced,none,74,77,78
312,female,group C,some high school,free/reduced,none,38,52,42
100,male,group B,some high school,free/reduced,completed,54,54,52
334,female,group D,high school,free/reduced,completed,48,58,64
920,female,group D,master's degree,standard,none,88,90,88
221,female,group E,associate's degree,free/reduced,none,72,75,75
839,male,group C,bachelor's degree,standard,none,64,59,61
737,female,group D,bachelor's degree,standard,none,72,78,81
693,female,group D,associate's degree,standard,none,77,77,73
774,female,group D,bachelor's degree,free/reduced,none,58,61,66
567,male,group E,high school,standard,none,100,92,85
449,male,group D,bachelor's degree,standard,none,84,82,78
218,female,group D,associate's degree,free/reduced,completed,49,61,67
182,male,group D,high school,standard,none,60,57,55
771,female,group B,bachelor's degree,standard,none,90,87,90
923,female,group C,some college,free/reduced,completed,64,78,80
505,male,group C,associate's degree,free/reduced,none,57,59,55
632,male,group B,some high school,free/reduced,completed,38,34,40
456,male,group A,high school,free/reduced,none,52,50,47
548,male,group C,some college,standard,none,62,56,48
752,male,group E,high school,standard,completed,88,84,89
586,female,group B,high school,free/reduced,none,60,58,58
430,male,group B,bachelor's degree,free/reduced,completed,65,67,61
512,male,group E,bachelor's degree,standard,completed,75,82,75
882,male,group C,associate's degree,standard,none,56,58,56
563,female,group A,master's degree,standard,none,97,97,94
633,male,group D,bachelor's degree,standard,completed,82,74,77
185,female,group E,some high school,standard,none,60,67,63
938,female,group E,bachelor's degree,free/reduced,none,72,80,83
776,female,group E,associate's degree,standard,none,76,79,77
123,male,group C,some college,standard,completed,62,57,57
237,female,group C,associate's degree,standard,completed,69,88,90
108,male,group C,some high school,free/reduced,none,51,52,41
561,male,group A,bachelor's degree,standard,none,81,83,73
433,female,group E,some college,free/reduced,none,63,62,58
905,male,group C,some college,standard,completed,87,77,78
655,female,group B,some high school,standard,none,42,51,48
112,female,group E,some high school,standard,completed,88,100,100
530,male,group D,some college,standard,none,73,60,62
215,female,group C,high school,standard,completed,82,90,91
119,male,group B,bachelor's degree,standard,none,76,69,73
977,male,group D,associate's degree,standard,none,82,80,76
472,female,group D,high school,standard,none,56,57,59
168,male,group B,some high school,free/reduced,completed,56,64,55
233,female,group A,some college,standard,completed,64,80,76
692,female,group C,some high school,standard,none,73,86,86
927,male,group C,high school,standard,completed,45,43,37
154,female,group C,high school,standard,none,58,68,66
69,female,group B,some college,standard,none,64,77,77
382,female,group D,bachelor's degree,free/reduced,none,61,76,74
268,male,group C,some college,free/reduced,none,56,55,50
515,male,group B,high school,standard,none,72,63,57
468,female,group D,high school,free/reduced,none,35,40,35
192,male,group C,high school,standard,completed,61,70,69
478,male,group C,high school,standard,none,84,75,71
912,female,group C,some high school,standard,none,81,83,79
216,male,group D,high school,free/reduced,none,66,75,64
945,male,group B,associate's degree,free/reduced,none,46,60,46
616,female,group C,associate's degree,standard,completed,86,85,88
144,male,group B,some college,free/reduced,none,67,74,64
572,male,group E,some high school,standard,none,67,57,53
671,male,group B,bachelor's degree,standard,none,82,86,86
157,female,group B,high school,standard,none,83,93,82
492,female,group B,bachelor's degree,standard,completed,84,89,91
96,female,group A,some high school,standard,none,51,61,59
73,male,group D,master's degree,standard,none,91,82,85
595,male,group B,high school,standard,none,52,52,48
457,male,group B,some college,standard,completed,77,71,73
580,female,group D,high school,standard,none,67,81,85
78,male,group B,some high school,standard,none,64,68,60
243,female,group E,some high school,standard,none,73,71,77
858,male,group D,high school,free/reduced,none,54,47,44
867,male,group B,associate's degree,standard,none,61,42,41
705,female,group B,associate's degree,standard,none,84,100,100
82,male,group D,associate's degree,standard,none,77,67,63
480,male,group C,high school,standard,completed,75,80,74
402,female,group A,some college,free/reduced,none,49,65,55
436,male,group D,associate's degree,standard,none,86,86,81
62,female,group D,master's degree,standard,completed,81,95,98
319,male,group E,high school,free/reduced,none,61,53,49
88,female,group B,associate's degree,free/reduced,none,59,86,80
653,male,group C,some college,standard,none,85,67,68
950,male,group D,some college,standard,completed,90,83,94
437,female,group C,some high school,free/reduced,completed,31,38,43
403,female,group B,some high school,standard,none,71,80,76
275,male,group D,some college,standard,completed,87,92,93
323,female,group C,some college,standard,none,60,73,68
181,male,group E,some high school,free/reduced,none,86,71,70
900,male,group B,associate's degree,free/reduced,none,72,59,62
189,female,group B,associate's degree,standard,none,71,88,81
876,male,group C,bachelor's degree,standard,completed,87,93,94
361,male,group C,associate's degree,standard,completed,58,49,53
200,female,group B,some college,standard,completed,65,73,79
842,male,group C,bachelor's degree,standard,completed,80,79,84
666,male,group C,some college,standard,completed,72,74,79
870,female,group B,associate's degree,free/reduced,none,68,79,73
24,female,group E,high school,standard,completed,83,92,91
750,female,group C,some high school,free/reduced,none,49,56,56
706,male,group D,high school,standard,none,46,34,36
497,female,group D,some high school,standard,none,49,48,47
430,male,group A,some high school,free/reduced,none,71,66,63
582,female,group C,associate's degree,standard,none,66,75,77
321,male,group C,bachelor's degree,standard,completed,55,60,57
917,male,group E,associate's degree,standard,none,91,80,76
639,female,group C,some college,standard,completed,82,83,88
82,male,group C,some high school,standard,none,59,62,56
596,female,group C,some college,standard,completed,59,58,64
156,female,group C,associate's degree,free/reduced,none,77,84,80
641,female,group A,associate's degree,standard,none,69,78,72
999,female,group C,high school,free/reduced,completed,37,57,58
54,female,group C,associate's degree,standard,none,66,68,66
29,male,group B,some college,standard,none,66,66,64
767,male,group B,some high school,free/reduced,none,44,47,37
611,male,group B,some college,standard,completed,60,60,59
850,female,group C,high school,standard,completed,56,61,63
688,male,group B,some college,free/reduced,none,41,47,46
162,female,group B,some high school,free/reduced,none,38,56,52
226,male,group E,high school,standard,completed,100,99,98
433,male,group D,associate's degree,standard,completed,80,77,76
736,male,group C,associate's degree,standard,completed,84,76,73
822,male,group C,associate's degree,free/reduced,none,75,75,73
197,male,group A,high school,free/reduced,none,31,36,31
706,male,group C,some college,standard,none,73,57,61
782,female,group C,some high school,free/reduced,completed,29,39,36
835,female,group C,high school,standard,completed,60,64,74
330,female,group C,associate's degree,standard,none,64,69,68
271,male,group E,some college,standard,none,86,75,66
665,male,group D,some high school,standard,completed,86,87,89
173,female,group B,some high school,standard,none,51,54,53
219,female,group E,high school,free/reduced,completed,81,88,90
140,female,group C,some high school,free/reduced,completed,44,54,57
214,female,group D,associate's degree,free/reduced,none,52,64,62
852,male,group C,some college,free/reduced,completed,50,57,59
136,female,group A,high school,standard,completed,56,58,61
962,female,group C,high school,standard,none,87,92,86
283,male,group C,some college,standard,none,79,74,70
740,female,group E,some college,standard,none,84,81,84
462,male,group E,some college,free/reduced,completed,73,69,69
667,male,group C,some college,standard,none,73,79,75
323,male,group C,some high school,standard,none,86,80,73
720,male,group B,master's degree,standard,none,57,57,53
830,female,group D,master's degree,standard,none,75,77,79
743,male,group B,associate's degree,standard,none,73,70,73
413,male,group C,some high school,standard,none,76,75,68
669,female,group E,bachelor's degree,free/reduced,completed,59,71,75
878,male,group E,some college,free/reduced,none,92,70,69
6,female,group C,associate's degree,free/reduced,none,43,64,64
998,male,group D,associate's degree,standard,completed,78,81,79
25,female,group D,bachelor's degree,free/reduced,completed,56,74,82
868,male,group D,high school,standard,none,80,88,88
865,female,group B,some high school,standard,completed,79,86,88
645,female,group C,bachelor's degree,standard,none,82,84,87
9,female,group C,associate's degree,standard,completed,59,63,61
74,female,group D,associate's degree,standard,none,75,83,88
763,female,group C,associate's degree,free/reduced,none,67,76,71
444,female,group C,some high school,standard,none,43,46,38
66,female,group E,high school,standard,completed,83,82,89
745,female,group D,associate's degree,standard,none,71,63,70
688,male,group C,some high school,standard,completed,96,95,91
552,female,group C,bachelor's degree,standard,completed,58,70,72
861,female,group E,some college,standard,none,54,52,54
480,male,group A,some high school,standard,completed,84,74,79
729,female,group A,high school,standard,none,74,89,94
209,female,group B,bachelor's degree,standard,completed,62,76,75
992,male,group A,high school,free/reduced,none,65,67,61
682,female,group E,bachelor's degree,standard,none,74,62,66
249,female,group E,master's degree,free/reduced,none,73,80,80
649,female,group C,some high school,free/reduced,none,34,48,43
95,male,group D,bachelor's degree,standard,none,67,77,78
894,male,group D,associate's degree,standard,completed,83,84,85
284,female,group C,some high school,standard,none,74,81,74
673,male,group C,some high school,standard,completed,70,75,78
450,female,group B,high school,free/reduced,none,42,60,50
971,male,group E,some college,free/reduced,completed,86,79,77
511,male,group E,associate's degree,standard,none,76,65,66
544,male,group C,associate's degree,free/reduced,none,81,82,77
417,male,group D,high school,free/reduced,none,55,53,47
708,female,group D,some high school,standard,none,75,73,77
729,male,group C,high school,free/reduced,none,63,59,59
557,male,group C,bachelor's degree,standard,none,73,69,64
893,male,group B,bachelor's degree,standard,none,70,61,61
38,female,group E,associate's degree,standard,completed,82,85,91
204,male,group D,some college,standard,none,62,63,67
888,female,group C,some college,standard,completed,74,93,93
654,male,group E,some high school,standard,none,94,86,86
301,female,group C,high school,free/reduced,completed,12,43,40
272,male,group C,some college,standard,none,55,52,45
641,female,group D,some college,free/reduced,completed,47,66,69
645,female,group B,master's degree,standard,none,82,100,97
380,male,group C,some high school,standard,none,63,69,59
195,female,group B,bachelor's degree,standard,none,80,77,76
382,male,group C,associate's degree,standard,completed,60,54,58
889,female,group D,high school,standard,none,45,65,59
877,male,group C,some high school,standard,none,57,61,54
604,female,group D,some college,standard,none,54,59,62
386,female,group B,some high school,standard,completed,67,72,77
20,female,group D,high school,standard,none,64,65,72
203,male,group D,bachelor's degree,standard,completed,98,100,100
915,female,group B,master's degree,standard,completed,68,74,77
812,male,group B,associate's degree,free/reduced,none,65,55,56
721,female,group A,some high school,free/reduced,completed,64,72,74
806,male,group D,high school,standard,none,75,51,53
5,female,group B,some high school,free/reduced,completed,76,84,89
113,female,group D,master's degree,standard,completed,71,80,88
721,male,group D,some high school,free/reduced,none,47,54,43
235,female,group C,some high school,standard,none,64,73,76
503,male,group D,high school,free/reduced,completed,55,61,51
721,male,group D,master's degree,free/reduced,none,68,59,62
504,female,group C,high school,standard,completed,80,91,90
542,male,group D,some college,standard,completed,82,78,76
989,female,group D,some college,free/reduced,completed,67,86,83
686,female,group C,master's degree,free/reduced,none,33,42,44
313,male,group E,some college,free/reduced,completed,71,68,72
34,female,group D,some high school,standard,none,76,83,82
746,female,group C,bachelor's degree,standard,none,57,73,69
865,male,group D,bachelor's degree,standard,none,95,90,85
512,male,group C,associate's degree,free/reduced,none,58,49,52
247,female,group B,associate's degree,standard,completed,79,87,87
919,male,group A,some college,standard,none,93,76,83
277,male,group D,high school,standard,none,65,55,57
755,female,group D,bachelor's degree,free/reduced,none,33,39,43
251,female,group D,associate's degree,free/reduced,none,49,61,67
822,male,group C,some college,standard,none,84,86,79
390,male,group D,associate's degree,free/reduced,none,70,59,60
196,male,group C,high school,free/reduced,completed,68,63,67
830,female,group D,some college,free/reduced,none,81,82,84
824,female,group C,some college,standard,none,89,92,90
484,female,group C,some high school,free/reduced,none,47,61,56
261,female,group A,some college,standard,none,54,71,66
171,female,group B,some high school,free/reduced,completed,65,75,78
155,male,group C,associate's degree,standard,completed,57,53,53
260,female,group C,high school,standard,completed,61,67,73
48,female,group E,some high school,standard,none,89,97,93
654,female,group B,some high school,standard,none,73,79,79
828,female,group A,associate's degree,standard,none,60,66,66
851,female,group B,high school,standard,completed,77,81,80
897,male,group B,associate's degree,free/reduced,completed,67,73,71
278,male,group C,some high school,standard,none,71,75,71
945,female,group C,bachelor's degree,standard,none,55,67,65
652,female,group B,high school,standard,none,63,72,67
656,female,group E,some college,standard,completed,67,66,69
49,female,group C,associate's degree,free/reduced,completed,26,53,51
222,female,group C,some high school,standard,none,62,75,73
870,female,group C,bachelor's degree,standard,completed,77,96,94
483,male,group C,associate's degree,standard,none,87,91,87
862,male,group C,some college,free/reduced,none,75,71,68
177,female,group E,some high school,standard,completed,96,94,92
591,male,group C,associate's degree,free/reduced,none,73,55,58
695,female,group B,associate's degree,free/reduced,completed,65,68,73
636,female,group E,some high school,standard,none,67,77,76
38,female,group C,master's degree,standard,completed,65,79,82
104,female,group C,some college,standard,none,62,64,61
645,male,group C,associate's degree,free/reduced,none,66,59,56
266,male,group C,some high school,standard,completed,68,74,80
276,female,group D,master's degree,free/reduced,none,80,97,95
936,female,group E,some college,free/reduced,none,61,65,62
178,female,group D,bachelor's degree,standard,none,76,91,91
86,female,group C,some college,free/reduced,completed,76,88,84
635,female,group D,some high school,free/reduced,completed,65,75,81
666,male,group D,high school,standard,completed,69,63,58
332,male,group D,some high school,standard,completed,54,51,56
509,male,group B,some high school,standard,completed,91,87,86
120,female,group C,high school,standard,none,62,63,58
667,female,group A,bachelor's degree,free/reduced,none,44,61,55
941,male,group D,some college,standard,none,57,62,54
331,male,group C,associate's degree,free/reduced,none,58,58,51
100,male,group D,high school,standard,none,84,79,86
731,female,group D,high school,standard,none,58,63,69
429,male,group E,associate's degree,free/reduced,none,72,70,67
516,female,group D,high school,standard,none,52,56,53
928,female,group C,some college,free/reduced,none,69,69,69
691,male,group B,some college,standard,none,52,43,42
211,male,group C,some college,standard,completed,61,68,67
20,male,group C,some college,standard,completed,69,61,64
881,male,group E,associate's degree,standard,completed,85,82,77
885,female,group C,associate's degree,standard,completed,84,79,90
413,female,group B,associate's degree,standard,none,57,62,68
919,male,group D,some high school,free/reduced,completed,67,78,69
638,female,group E,some college,standard,none,63,73,81
538,male,group B,high school,standard,completed,76,73,68
670,female,group D,bachelor's degree,standard,none,78,74,77
513,male,group B,bachelor's degree,standard,completed,85,77,75
103,female,group B,some high school,standard,completed,60,72,72
505,male,group E,bachelor's degree,standard,none,92,93,85
294,female,group E,some college,standard,completed,64,75,82
291,female,group E,high school,free/reduced,completed,57,54,60
629,female,group D,some college,standard,completed,79,85,87
942,male,group C,high school,standard,none,81,66,64
412,male,group B,some college,standard,none,71,75,65
771,male,group C,associate's degree,free/reduced,completed,46,46,47
104,female,group A,high school,free/reduced,completed,38,49,52
793,male,group E,bachelor's degree,free/reduced,none,65,55,49
682,male,group D,some high school,free/reduced,completed,61,51,56
625,male,group A,some high school,free/reduced,completed,61,59,60
406,female,group B,high school,standard,none,64,76,79
668,female,group A,some high school,free/reduced,completed,52,71,67
799,male,group E,bachelor's degree,free/reduced,none,59,59,51
76,female,group B,some high school,standard,none,74,82,76
219,female,group C,master's degree,free/reduced,none,57,59,55
751,female,group C,some college,free/reduced,completed,45,62,65
653,male,group D,high school,standard,none,77,69,71
690,male,group B,bachelor's degree,standard,none,79,72,72
57,male,group C,associate's degree,free/reduced,none,62,63,61
926,male,group D,associate's degree,free/reduced,none,46,53,46
33,male,group C,master's degree,standard,none,85,87,77
796,female,group D,bachelor's degree,standard,none,80,92,96
890,male,group D,some college,standard,completed,81,66,79
861,female,group C,associate's degree,standard,none,63,73,74
202,male,group B,some college,standard,none,34,35,30
627,male,group B,associate's degree,standard,none,80,61,63
783,female,group C,some college,free/reduced,completed,46,72,73
573,female,group A,some college,standard,none,59,65,62
432,male,group D,high school,free/reduced,none,32,43,41
721,female,group B,some college,free/reduced,completed,63,69,80
409,female,group C,associate's degree,standard,none,75,83,79
426,female,group E,associate's degree,standard,none,89,100,97
737,female,group B,some college,free/reduced,completed,53,66,73
399,male,group C,associate's degree,free/reduced,completed,93,81,82
236,male,group C,high school,standard,none,77,74,73
910,male,group D,some high school,standard,none,69,63,58
136,male,group D,associate's degree,standard,completed,82,72,65
966,male,group E,some college,standard,none,100,97,92
329,male,group E,some college,free/reduced,none,45,43,37
536,male,group C,some college,free/reduced,none,64,62,58
815,male,group B,associate's degree,standard,completed,65,65,65
276,male,group A,some high school,standard,completed,66,61,60
244,male,group D,high school,free/reduced,completed,49,53,53
557,male,group D,some college,free/reduced,none,70,63,59
513,female,group C,some high school,free/reduced,none,31,37,36
234,female,group D,high school,standard,none,72,75,72
519,female,group C,high school,free/reduced,none,59,67,63
755,female,group E,associate's degree,standard,none,84,95,92
476,male,group B,bachelor's degree,standard,completed,69,73,80
33,female,group D,some college,free/reduced,none,43,54,48
100,male,group C,bachelor's degree,standard,completed,91,81,85
896,male,group B,associate's degree,free/reduced,none,47,45,49
943,male,group E,master's degree,free/reduced,none,74,57,56
547,female,group B,high school,standard,none,54,56,52
219,female,group D,bachelor's degree,standard,none,74,82,81
471,female,group E,bachelor's degree,standard,none,80,88,83
555,female,group E,some high school,free/reduced,none,51,64,61
930,female,group C,associate's degree,standard,none,61,74,72
122,female,group B,high school,standard,none,76,84,83
134,female,group D,bachelor's degree,standard,none,63,58,64
884,female,group D,high school,standard,none,71,77,77
698,female,group B,high school,standard,none,62,67,70
709,female,group B,associate's degree,standard,completed,79,87,88
747,male,group C,some college,standard,completed,81,81,82
935,female,group A,some college,standard,none,53,65,60
192,female,group B,associate's degree,standard,none,95,93,89
589,female,group C,some college,free/reduced,none,35,54,50
609,male,group C,some college,free/reduced,none,48,51,44
705,male,group C,some college,free/reduced,none,50,49,44
828,female,group D,some high school,standard,none,69,72,69
977,female,group C,master's degree,free/reduced,none,44,56,60
132,female,group D,some college,free/reduced,completed,72,90,89
744,female,group B,some high school,free/reduced,none,55,63,63
903,female,group C,bachelor's degree,standard,none,87,92,90
269,male,group E,bachelor's degree,standard,none,67,56,50
